municipios,vacinados_parcial_F_17,vacinados_parcial_M_17,vacinados_completo_F_17,vacinados_completo_M_17,vacinados_parcial_F_35,vacinados_parcial_M_35,vacinados_completo_F_35,vacinados_completo_M_35,vacinados_parcial_F_59,vacinados_parcial_M_59,vacinados_completo_F_59,vacinados_completo_M_59,vacinados_parcial_F_200,vacinados_parcial_M_200,vacinados_completo_F_200,vacinados_completo_M_200,date
MALHADA DOS BOIS,0.0,0.0,0.0,0.0,25.0,323.0,25.0,20.0,87.0,390.0,87.0,74.0,155.0,195.0,155.0,153.0,2021-09-01
CARMOPOLIS,0.0,0.0,0.0,0.0,281.0,1202.0,281.0,160.0,577.0,1555.0,577.0,390.0,362.0,479.0,362.0,290.0,2021-09-01
SIRIRI,0.0,0.0,0.0,0.0,240.0,739.0,240.0,130.0,508.0,928.0,508.0,357.0,484.0,433.0,484.0,421.0,2021-09-01
NOSSA SENHORA DE LOURDES,0.0,0.0,0.0,0.0,135.0,596.0,135.0,78.0,331.0,829.0,331.0,260.0,424.0,384.0,424.0,369.0,2021-09-01
ITABI,0.0,0.0,0.0,0.0,31.0,418.0,31.0,39.0,212.0,595.0,212.0,175.0,404.0,379.0,404.0,375.0,2021-09-01
SAO FRANCISCO,0.0,0.0,0.0,0.0,63.0,311.0,63.0,38.0,174.0,443.0,174.0,153.0,203.0,199.0,203.0,192.0,2021-09-01
UMBAUBA,0.0,0.0,0.0,0.0,101.0,72.0,101.0,42.0,102.0,839.0,102.0,88.0,1219.0,1079.0,1219.0,968.0,2021-09-01
ROSARIO DO CATETE,0.0,1.0,0.0,0.0,180.0,1177.0,180.0,81.0,573.0,1288.0,573.0,387.0,391.0,362.0,391.0,328.0,2021-09-01
CUMBE,0.0,0.0,0.0,0.0,97.0,388.0,97.0,86.0,270.0,516.0,270.0,229.0,273.0,226.0,273.0,216.0,2021-09-01
RIACHUELO,1.0,0.0,1.0,0.0,226.0,869.0,226.0,120.0,450.0,1098.0,450.0,305.0,426.0,361.0,426.0,317.0,2021-09-01
GENERAL MAYNARD,0.0,0.0,0.0,0.0,103.0,277.0,103.0,37.0,204.0,379.0,204.0,161.0,197.0,166.0,197.0,167.0,2021-09-01
MURIBECA,0.0,0.0,0.0,0.0,136.0,844.0,136.0,84.0,419.0,986.0,419.0,287.0,512.0,503.0,512.0,431.0,2021-09-01
GRACHO CARDOSO,0.0,0.0,0.0,0.0,59.0,500.0,59.0,31.0,332.0,803.0,332.0,287.0,319.0,350.0,319.0,302.0,2021-09-01
FEIRA NOVA,0.0,0.0,0.0,0.0,42.0,477.0,42.0,29.0,204.0,588.0,204.0,130.0,327.0,290.0,327.0,278.0,2021-09-01
SAO DOMINGOS,0.0,0.0,0.0,0.0,133.0,863.0,133.0,88.0,447.0,1157.0,447.0,275.0,672.0,616.0,672.0,596.0,2021-09-01
TELHA,0.0,0.0,0.0,0.0,58.0,281.0,58.0,44.0,245.0,404.0,245.0,216.0,140.0,141.0,140.0,129.0,2021-09-01
SANTO AMARO DAS BROTAS,1.0,0.0,1.0,0.0,31.0,64.0,31.0,13.0,75.0,326.0,75.0,45.0,149.0,457.0,149.0,116.0,2021-09-01
AMPARO DE SAO FRANCISCO,0.0,0.0,0.0,0.0,94.0,236.0,94.0,58.0,172.0,298.0,172.0,147.0,141.0,132.0,141.0,115.0,2021-09-01
NOSSA SENHORA DO SOCORRO,0.0,147.0,0.0,0.0,2703.0,19610.0,2703.0,2350.0,11278.0,19239.0,11278.0,7983.0,7778.0,5882.0,7778.0,5629.0,2021-10-01
LAGARTO,0.0,312.0,0.0,1.0,2941.0,8226.0,2941.0,1797.0,7588.0,11777.0,7588.0,5861.0,5514.0,5179.0,5514.0,4402.0,2021-10-01
CANINDE DE SAO FRANCISCO,0.0,558.0,0.0,0.0,758.0,2828.0,758.0,443.0,1991.0,3068.0,1991.0,1563.0,1103.0,1186.0,1103.0,1068.0,2021-10-01
MARUIM,0.0,330.0,0.0,0.0,381.0,1409.0,381.0,299.0,1200.0,1729.0,1200.0,908.0,848.0,696.0,848.0,632.0,2021-10-01
ARACAJU,19.0,11381.0,19.0,16.0,33955.0,70127.0,33955.0,23372.0,83783.0,76434.0,83783.0,62500.0,47651.0,33373.0,47651.0,30771.0,2021-10-01
TOBIAS BARRETO,1.0,1437.0,1.0,0.0,1969.0,5526.0,1969.0,1754.0,4744.0,5974.0,4744.0,4146.0,3483.0,2929.0,3483.0,2827.0,2021-10-01
LARANJEIRAS,0.0,282.0,0.0,0.0,841.0,2848.0,841.0,782.0,1391.0,3246.0,1391.0,1227.0,969.0,977.0,969.0,807.0,2021-10-01
CAPELA,1.0,951.0,1.0,0.0,1189.0,3594.0,1189.0,798.0,3165.0,3984.0,3165.0,2638.0,1672.0,1692.0,1672.0,1403.0,2021-10-01
ESTANCIA,0.0,233.0,0.0,0.0,1672.0,5373.0,1672.0,1170.0,5666.0,6720.0,5666.0,4659.0,4166.0,3473.0,4166.0,3332.0,2021-10-01
MOITA BONITA,0.0,312.0,0.0,1.0,554.0,1223.0,554.0,439.0,1327.0,1459.0,1327.0,1111.0,897.0,806.0,897.0,745.0,2021-10-01
TOMAR DO GERU,0.0,239.0,0.0,0.0,391.0,939.0,391.0,283.0,1022.0,1445.0,1022.0,881.0,650.0,622.0,650.0,573.0,2021-10-01
ITABAIANINHA,0.0,1317.0,0.0,1.0,1472.0,4106.0,1472.0,1144.0,3350.0,4535.0,3350.0,2727.0,2159.0,1961.0,2159.0,1856.0,2021-10-01
ITABAIANA,1.0,1297.0,1.0,1.0,3132.0,10185.0,3132.0,2644.0,8922.0,11331.0,8922.0,7319.0,6069.0,5063.0,6069.0,4651.0,2021-10-01
NOSSA SENHORA DA GLORIA,2.0,1.0,2.0,1.0,1038.0,4396.0,1038.0,967.0,3481.0,4331.0,3481.0,2878.0,2004.0,1945.0,2004.0,1768.0,2021-10-01
FREI PAULO,0.0,236.0,0.0,0.0,862.0,1814.0,862.0,673.0,1644.0,1782.0,1644.0,1336.0,944.0,890.0,944.0,777.0,2021-10-01
SAO MIGUEL DO ALEIXO,0.0,36.0,0.0,0.0,282.0,446.0,282.0,195.0,413.0,431.0,413.0,310.0,315.0,246.0,315.0,249.0,2021-10-01
BOQUIM,0.0,697.0,0.0,3.0,561.0,2213.0,561.0,464.0,2237.0,3012.0,2237.0,1811.0,1270.0,1429.0,1270.0,1085.0,2021-10-01
JAPOATA,0.0,205.0,0.0,0.0,567.0,1272.0,567.0,450.0,1069.0,1578.0,1069.0,963.0,724.0,709.0,724.0,658.0,2021-10-01
SIMAO DIAS,0.0,2.0,0.0,0.0,463.0,2454.0,463.0,244.0,914.0,3852.0,914.0,645.0,2307.0,2266.0,2307.0,1784.0,2021-10-01
POCO REDONDO,4.0,1143.0,4.0,3.0,958.0,3262.0,958.0,632.0,2640.0,3387.0,2640.0,2253.0,1345.0,1377.0,1345.0,1244.0,2021-10-01
SANTA LUZIA DO ITANHY,0.0,245.0,0.0,1.0,978.0,1440.0,978.0,781.0,1384.0,1578.0,1384.0,1219.0,616.0,672.0,616.0,649.0,2021-10-01
PINHAO,0.0,169.0,0.0,0.0,119.0,704.0,119.0,107.0,264.0,781.0,264.0,243.0,467.0,390.0,467.0,389.0,2021-10-01
AREIA BRANCA,0.0,239.0,0.0,0.0,672.0,2057.0,672.0,540.0,1589.0,2222.0,1589.0,1269.0,934.0,879.0,934.0,796.0,2021-10-01
MONTE ALEGRE DE SERGIPE,0.0,493.0,0.0,0.0,678.0,1344.0,678.0,383.0,1197.0,1503.0,1197.0,979.0,666.0,645.0,666.0,633.0,2021-10-01
RIACHAO DO DANTAS,0.0,358.0,0.0,0.0,754.0,1846.0,754.0,527.0,1820.0,2305.0,1820.0,1528.0,1241.0,1144.0,1241.0,1103.0,2021-10-01
ITAPORANGA D'AJUDA,0.0,602.0,0.0,1.0,1055.0,3449.0,1055.0,788.0,2439.0,4120.0,2439.0,2026.0,1832.0,1716.0,1832.0,1624.0,2021-10-01
NEOPOLIS,1.0,489.0,1.0,1.0,529.0,1710.0,529.0,468.0,1586.0,2137.0,1586.0,1312.0,1072.0,999.0,1072.0,936.0,2021-10-01
CEDRO DE SAO JOAO,0.0,120.0,0.0,0.0,299.0,495.0,299.0,184.0,608.0,721.0,608.0,546.0,414.0,374.0,414.0,338.0,2021-10-01
PORTO DA FOLHA,0.0,414.0,0.0,0.0,905.0,3035.0,905.0,592.0,2674.0,3419.0,2674.0,2514.0,1599.0,1504.0,1599.0,1501.0,2021-10-01
GARARU,0.0,249.0,0.0,0.0,390.0,1163.0,390.0,359.0,1018.0,1515.0,1018.0,968.0,688.0,737.0,688.0,715.0,2021-10-01
NOSSA SENHORA DAS DORES,2.0,475.0,2.0,1.0,1008.0,2667.0,1008.0,718.0,2386.0,3060.0,2386.0,1991.0,1685.0,1542.0,1685.0,1397.0,2021-10-01
PIRAMBU,0.0,156.0,0.0,0.0,502.0,874.0,502.0,398.0,909.0,1105.0,909.0,773.0,459.0,468.0,459.0,436.0,2021-10-01
INDIAROBA,1.0,668.0,1.0,1.0,570.0,1432.0,570.0,333.0,1341.0,1907.0,1341.0,1096.0,790.0,769.0,790.0,732.0,2021-10-01
AQUIDABA,0.0,601.0,0.0,0.0,699.0,1882.0,699.0,452.0,2054.0,2319.0,2054.0,1694.0,1401.0,1289.0,1401.0,1239.0,2021-10-01
ILHA DAS FLORES,0.0,50.0,0.0,0.0,472.0,821.0,472.0,323.0,757.0,893.0,757.0,631.0,502.0,433.0,502.0,393.0,2021-10-01
SAO CRISTOVAO,0.0,1.0,0.0,1.0,141.0,3140.0,141.0,132.0,698.0,2020.0,698.0,624.0,96.0,691.0,96.0,76.0,2021-10-01
MACAMBIRA,0.0,123.0,0.0,0.0,463.0,682.0,463.0,315.0,810.0,832.0,810.0,636.0,505.0,461.0,505.0,437.0,2021-10-01
ARAUA,0.0,69.0,0.0,0.0,403.0,1028.0,403.0,344.0,847.0,1352.0,847.0,758.0,648.0,622.0,648.0,565.0,2021-10-01
JAPARATUBA,0.0,533.0,0.0,0.0,542.0,1629.0,542.0,370.0,1535.0,2075.0,1535.0,1275.0,945.0,965.0,945.0,880.0,2021-10-01
MALHADOR,0.0,181.0,0.0,0.0,494.0,1195.0,494.0,321.0,1088.0,1522.0,1088.0,907.0,754.0,725.0,754.0,695.0,2021-10-01
NOSSA SENHORA APARECIDA,0.0,138.0,0.0,1.0,373.0,975.0,373.0,329.0,841.0,1199.0,841.0,759.0,512.0,670.0,512.0,567.0,2021-10-01
PROPRIA,0.0,74.0,0.0,0.0,179.0,1537.0,179.0,100.0,277.0,2838.0,277.0,194.0,744.0,1287.0,744.0,620.0,2021-10-01
POCO VERDE,0.0,493.0,0.0,0.0,706.0,2155.0,706.0,573.0,1575.0,2733.0,1575.0,1457.0,1342.0,1421.0,1342.0,1149.0,2021-10-01
CARIRA,0.0,207.0,0.0,0.0,482.0,1879.0,482.0,299.0,1542.0,2448.0,1542.0,1282.0,1405.0,1333.0,1405.0,1260.0,2021-10-01
BREJO GRANDE,0.0,1.0,0.0,0.0,197.0,615.0,197.0,133.0,262.0,777.0,262.0,206.0,313.0,310.0,313.0,238.0,2021-10-01
PEDRA MOLE,0.0,46.0,0.0,0.0,200.0,322.0,200.0,149.0,357.0,367.0,357.0,292.0,212.0,224.0,212.0,194.0,2021-10-01
BARRA DOS COQUEIROS,3.0,82.0,3.0,1.0,562.0,2975.0,562.0,515.0,2318.0,3984.0,2318.0,2003.0,1618.0,1256.0,1618.0,1233.0,2021-10-01
DIVINA PASTORA,0.0,142.0,0.0,0.0,311.0,467.0,311.0,239.0,510.0,599.0,510.0,444.0,241.0,249.0,241.0,224.0,2021-10-01
SANTA ROSA DE LIMA,0.0,111.0,0.0,0.0,153.0,355.0,153.0,96.0,417.0,486.0,417.0,341.0,244.0,235.0,244.0,227.0,2021-10-01
SANTANA DO SAO FRANCISCO,0.0,170.0,0.0,0.0,301.0,657.0,301.0,188.0,669.0,810.0,669.0,570.0,381.0,355.0,381.0,335.0,2021-10-01
PACATUBA,0.0,317.0,0.0,0.0,679.0,1469.0,679.0,455.0,1343.0,1681.0,1343.0,1217.0,746.0,748.0,746.0,703.0,2021-10-01
SALGADO,0.0,120.0,0.0,0.0,520.0,1849.0,520.0,384.0,1668.0,2488.0,1668.0,1387.0,1209.0,1156.0,1209.0,1070.0,2021-10-01
RIBEIROPOLIS,0.0,512.0,0.0,0.0,803.0,1908.0,803.0,799.0,1992.0,2222.0,1992.0,1628.0,1325.0,1204.0,1325.0,1120.0,2021-10-01
PEDRINHAS,0.0,288.0,0.0,0.0,276.0,763.0,276.0,199.0,733.0,995.0,733.0,571.0,529.0,428.0,529.0,381.0,2021-10-01
CAMPO DO BRITO,0.0,447.0,0.0,0.0,484.0,1723.0,484.0,351.0,1260.0,2161.0,1260.0,975.0,1279.0,1138.0,1279.0,987.0,2021-10-01
CRISTINAPOLIS,0.0,42.0,0.0,0.0,139.0,1044.0,139.0,78.0,532.0,1523.0,532.0,398.0,547.0,498.0,547.0,522.0,2021-10-01
CANHOBA,0.0,0.0,0.0,0.0,259.0,451.0,259.0,232.0,343.0,566.0,343.0,286.0,231.0,254.0,231.0,232.0,2021-10-01
MALHADA DOS BOIS,0.0,105.0,0.0,0.0,99.0,372.0,99.0,64.0,208.0,408.0,208.0,161.0,162.0,197.0,162.0,158.0,2021-10-01
CARMOPOLIS,0.0,400.0,0.0,0.0,464.0,1271.0,464.0,308.0,923.0,1594.0,923.0,741.0,367.0,485.0,367.0,294.0,2021-10-01
SIRIRI,0.0,173.0,0.0,0.0,460.0,809.0,460.0,334.0,849.0,963.0,849.0,759.0,490.0,484.0,490.0,427.0,2021-10-01
NOSSA SENHORA DE LOURDES,1.0,130.0,1.0,0.0,352.0,667.0,352.0,263.0,580.0,863.0,580.0,501.0,429.0,396.0,429.0,375.0,2021-10-01
ITABI,0.0,114.0,0.0,0.0,209.0,474.0,209.0,180.0,448.0,615.0,448.0,401.0,406.0,392.0,406.0,382.0,2021-10-01
SAO FRANCISCO,0.0,91.0,0.0,0.0,169.0,342.0,169.0,127.0,344.0,455.0,344.0,282.0,206.0,199.0,206.0,193.0,2021-10-01
UMBAUBA,0.0,0.0,0.0,0.0,102.0,73.0,102.0,44.0,680.0,845.0,680.0,611.0,1233.0,1084.0,1233.0,977.0,2021-10-01
ROSARIO DO CATETE,0.0,70.0,0.0,0.0,442.0,1273.0,442.0,292.0,883.0,1325.0,883.0,715.0,399.0,366.0,399.0,334.0,2021-10-01
CUMBE,0.0,80.0,0.0,0.0,204.0,419.0,204.0,177.0,438.0,524.0,438.0,384.0,274.0,236.0,274.0,217.0,2021-10-01
RIACHUELO,1.0,135.0,1.0,0.0,506.0,954.0,506.0,474.0,992.0,1140.0,992.0,841.0,430.0,368.0,430.0,321.0,2021-10-01
GENERAL MAYNARD,0.0,97.0,0.0,0.0,241.0,297.0,241.0,134.0,370.0,389.0,370.0,299.0,199.0,170.0,199.0,168.0,2021-10-01
MURIBECA,0.0,263.0,0.0,0.0,314.0,940.0,314.0,249.0,847.0,1031.0,847.0,625.0,523.0,506.0,523.0,442.0,2021-10-01
GRACHO CARDOSO,0.0,67.0,0.0,0.0,274.0,595.0,274.0,208.0,585.0,828.0,585.0,571.0,323.0,351.0,323.0,304.0,2021-10-01
FEIRA NOVA,0.0,2.0,0.0,0.0,295.0,568.0,295.0,223.0,496.0,629.0,496.0,401.0,335.0,296.0,335.0,281.0,2021-10-01
SAO DOMINGOS,0.0,96.0,0.0,0.0,213.0,887.0,213.0,163.0,608.0,1169.0,608.0,409.0,672.0,618.0,672.0,597.0,2021-10-01
TELHA,0.0,61.0,0.0,0.0,187.0,302.0,187.0,141.0,322.0,410.0,322.0,280.0,140.0,141.0,140.0,130.0,2021-10-01
SANTO AMARO DAS BROTAS,1.0,1.0,1.0,0.0,35.0,64.0,35.0,14.0,77.0,329.0,77.0,48.0,149.0,460.0,149.0,116.0,2021-10-01
AMPARO DE SAO FRANCISCO,0.0,25.0,0.0,0.0,157.0,244.0,157.0,132.0,284.0,304.0,284.0,253.0,141.0,132.0,141.0,119.0,2021-10-01
NOSSA SENHORA DO SOCORRO,0.0,147.0,0.0,0.0,2712.0,19612.0,2712.0,2352.0,11297.0,19241.0,11297.0,7989.0,7778.0,5883.0,7778.0,5629.0,2021-11-01
LAGARTO,0.0,661.0,0.0,1.0,3878.0,8515.0,3878.0,2443.0,8080.0,11976.0,8080.0,6314.0,5527.0,5417.0,5527.0,4436.0,2021-11-01
CANINDE DE SAO FRANCISCO,0.0,798.0,0.0,0.0,1103.0,2910.0,1103.0,709.0,2373.0,3139.0,2373.0,1884.0,1113.0,1205.0,1113.0,1071.0,2021-11-01
MARUIM,0.0,399.0,0.0,1.0,683.0,1462.0,683.0,467.0,1513.0,1801.0,1513.0,1163.0,852.0,796.0,852.0,636.0,2021-11-01
ARACAJU,72.0,18761.0,72.0,73.0,62568.0,72281.0,62568.0,46957.0,93005.0,78857.0,93005.0,69869.0,47928.0,36312.0,47928.0,30994.0,2021-11-01
TOBIAS BARRETO,2.0,1498.0,2.0,0.0,2362.0,5659.0,2362.0,2013.0,5235.0,6065.0,5235.0,4582.0,3495.0,3180.0,3495.0,2841.0,2021-11-01
LARANJEIRAS,2.0,290.0,2.0,0.0,864.0,2855.0,864.0,803.0,1396.0,3253.0,1396.0,1236.0,970.0,982.0,970.0,807.0,2021-11-01
CAPELA,2.0,1152.0,2.0,0.0,1774.0,3728.0,1774.0,1248.0,3609.0,4093.0,3609.0,3148.0,1688.0,1931.0,1688.0,1419.0,2021-11-01
ESTANCIA,0.0,391.0,0.0,1.0,2005.0,5527.0,2005.0,1383.0,6254.0,6827.0,6254.0,5128.0,4193.0,3599.0,4193.0,3349.0,2021-11-01
MOITA BONITA,1.0,348.0,1.0,1.0,807.0,1265.0,807.0,629.0,1519.0,1485.0,1519.0,1283.0,903.0,817.0,903.0,751.0,2021-11-01
TOMAR DO GERU,0.0,281.0,0.0,0.0,466.0,997.0,466.0,327.0,1106.0,1498.0,1106.0,979.0,651.0,644.0,651.0,574.0,2021-11-01
ITABAIANINHA,0.0,1467.0,0.0,1.0,2476.0,4302.0,2476.0,1854.0,4139.0,4651.0,4139.0,3485.0,2188.0,1990.0,2188.0,1879.0,2021-11-01
ITABAIANA,82.0,2114.0,82.0,73.0,7481.0,10579.0,7481.0,5916.0,12038.0,11629.0,12038.0,9818.0,6119.0,5989.0,6119.0,4690.0,2021-11-01
NOSSA SENHORA DA GLORIA,3.0,237.0,3.0,1.0,3626.0,4715.0,3626.0,2833.0,4583.0,4481.0,4583.0,3813.0,2031.0,2228.0,2031.0,1784.0,2021-11-01
FREI PAULO,0.0,341.0,0.0,0.0,1360.0,1860.0,1360.0,1030.0,1878.0,1815.0,1878.0,1524.0,949.0,1089.0,949.0,787.0,2021-11-01
SAO MIGUEL DO ALEIXO,0.0,91.0,0.0,0.0,379.0,462.0,379.0,300.0,501.0,448.0,501.0,392.0,315.0,309.0,315.0,249.0,2021-11-01
BOQUIM,2.0,795.0,2.0,4.0,742.0,2289.0,742.0,613.0,3085.0,3108.0,3085.0,2486.0,1285.0,1670.0,1285.0,1095.0,2021-11-01
JAPOATA,0.0,205.0,0.0,0.0,744.0,1305.0,744.0,580.0,1194.0,1597.0,1194.0,1063.0,725.0,742.0,725.0,661.0,2021-11-01
SIMAO DIAS,0.0,2.0,0.0,0.0,465.0,2455.0,465.0,246.0,916.0,3854.0,916.0,649.0,2307.0,2267.0,2307.0,1784.0,2021-11-01
POCO REDONDO,11.0,1351.0,11.0,15.0,1976.0,3445.0,1976.0,1261.0,3121.0,3531.0,3121.0,2725.0,1364.0,1732.0,1364.0,1267.0,2021-11-01
SANTA LUZIA DO ITANHY,0.0,423.0,0.0,1.0,1195.0,1500.0,1195.0,932.0,1540.0,1629.0,1540.0,1394.0,622.0,736.0,622.0,657.0,2021-11-01
PINHAO,0.0,201.0,0.0,0.0,149.0,710.0,149.0,132.0,288.0,786.0,288.0,268.0,467.0,392.0,467.0,389.0,2021-11-01
AREIA BRANCA,0.0,385.0,0.0,0.0,755.0,2104.0,755.0,600.0,1793.0,2264.0,1793.0,1458.0,941.0,935.0,941.0,800.0,2021-11-01
MONTE ALEGRE DE SERGIPE,0.0,554.0,0.0,0.0,839.0,1425.0,839.0,479.0,1363.0,1595.0,1363.0,1122.0,670.0,729.0,670.0,634.0,2021-11-01
RIACHAO DO DANTAS,0.0,415.0,0.0,0.0,928.0,1890.0,928.0,658.0,1933.0,2371.0,1933.0,1642.0,1242.0,1165.0,1242.0,1105.0,2021-11-01
ITAPORANGA D'AJUDA,0.0,998.0,0.0,2.0,1512.0,3649.0,1512.0,1278.0,3485.0,4335.0,3485.0,3032.0,1844.0,2040.0,1844.0,1647.0,2021-11-01
NEOPOLIS,1.0,499.0,1.0,1.0,565.0,1723.0,565.0,498.0,1721.0,2153.0,1721.0,1426.0,1076.0,1090.0,1076.0,939.0,2021-11-01
CEDRO DE SAO JOAO,1.0,150.0,1.0,0.0,329.0,520.0,329.0,209.0,651.0,750.0,651.0,589.0,415.0,387.0,415.0,339.0,2021-11-01
PORTO DA FOLHA,0.0,477.0,0.0,0.0,948.0,3046.0,948.0,635.0,2857.0,3434.0,2857.0,2689.0,1604.0,1505.0,1604.0,1504.0,2021-11-01
GARARU,0.0,373.0,0.0,0.0,554.0,1195.0,554.0,503.0,1291.0,1557.0,1291.0,1262.0,692.0,826.0,692.0,725.0,2021-11-01
NOSSA SENHORA DAS DORES,9.0,890.0,9.0,6.0,1591.0,2855.0,1591.0,1242.0,3040.0,3205.0,3040.0,2585.0,1712.0,1924.0,1712.0,1419.0,2021-11-01
PIRAMBU,0.0,182.0,0.0,1.0,593.0,884.0,593.0,454.0,1042.0,1115.0,1042.0,900.0,461.0,520.0,461.0,440.0,2021-11-01
INDIAROBA,1.0,727.0,1.0,1.0,703.0,1473.0,703.0,430.0,1530.0,1925.0,1530.0,1288.0,793.0,810.0,793.0,736.0,2021-11-01
AQUIDABA,0.0,728.0,0.0,0.0,971.0,2022.0,971.0,672.0,2317.0,2448.0,2317.0,1897.0,1414.0,1455.0,1414.0,1250.0,2021-11-01
ILHA DAS FLORES,0.0,125.0,0.0,0.0,554.0,847.0,554.0,391.0,905.0,929.0,905.0,747.0,503.0,501.0,503.0,399.0,2021-11-01
SAO CRISTOVAO,0.0,1.0,0.0,1.0,148.0,3141.0,148.0,137.0,701.0,2023.0,701.0,627.0,97.0,691.0,97.0,76.0,2021-11-01
MACAMBIRA,0.0,177.0,0.0,0.0,642.0,716.0,642.0,438.0,940.0,860.0,940.0,740.0,505.0,609.0,505.0,438.0,2021-11-01
ARAUA,0.0,144.0,0.0,0.0,461.0,1059.0,461.0,386.0,1140.0,1398.0,1140.0,1034.0,652.0,730.0,652.0,570.0,2021-11-01
JAPARATUBA,1.0,549.0,1.0,0.0,581.0,1646.0,581.0,384.0,1593.0,2089.0,1593.0,1320.0,947.0,978.0,947.0,880.0,2021-11-01
MALHADOR,0.0,346.0,0.0,0.0,607.0,1233.0,607.0,394.0,1478.0,1603.0,1478.0,1224.0,758.0,865.0,758.0,702.0,2021-11-01
NOSSA SENHORA APARECIDA,1.0,194.0,1.0,3.0,561.0,1001.0,561.0,456.0,1045.0,1228.0,1045.0,968.0,517.0,697.0,517.0,574.0,2021-11-01
PROPRIA,0.0,76.0,0.0,0.0,182.0,1538.0,182.0,112.0,286.0,2838.0,286.0,197.0,745.0,1287.0,745.0,620.0,2021-11-01
POCO VERDE,0.0,535.0,0.0,1.0,1021.0,2172.0,1021.0,772.0,1742.0,2795.0,1742.0,1597.0,1344.0,1428.0,1344.0,1149.0,2021-11-01
CARIRA,2.0,218.0,2.0,5.0,598.0,1900.0,598.0,384.0,1589.0,2460.0,1589.0,1332.0,1408.0,1366.0,1408.0,1262.0,2021-11-01
BREJO GRANDE,0.0,1.0,0.0,0.0,197.0,615.0,197.0,134.0,262.0,777.0,262.0,209.0,313.0,310.0,313.0,238.0,2021-11-01
PEDRA MOLE,1.0,48.0,1.0,0.0,278.0,338.0,278.0,237.0,376.0,372.0,376.0,327.0,212.0,239.0,212.0,195.0,2021-11-01
BARRA DOS COQUEIROS,4.0,184.0,4.0,2.0,752.0,2999.0,752.0,648.0,2579.0,4004.0,2579.0,2181.0,1621.0,1307.0,1621.0,1236.0,2021-11-01
DIVINA PASTORA,0.0,191.0,0.0,0.0,332.0,478.0,332.0,250.0,618.0,630.0,618.0,545.0,245.0,276.0,245.0,227.0,2021-11-01
SANTA ROSA DE LIMA,0.0,125.0,0.0,0.0,202.0,367.0,202.0,138.0,429.0,516.0,429.0,352.0,244.0,265.0,244.0,227.0,2021-11-01
SANTANA DO SAO FRANCISCO,0.0,203.0,0.0,0.0,545.0,682.0,545.0,331.0,775.0,845.0,775.0,669.0,384.0,386.0,384.0,336.0,2021-11-01
PACATUBA,1.0,577.0,1.0,0.0,1169.0,1557.0,1169.0,878.0,1601.0,1740.0,1601.0,1533.0,752.0,858.0,752.0,718.0,2021-11-01
SALGADO,0.0,629.0,0.0,0.0,787.0,1926.0,787.0,559.0,2221.0,2579.0,2221.0,1884.0,1219.0,1257.0,1219.0,1074.0,2021-11-01
RIBEIROPOLIS,1.0,560.0,1.0,1.0,1159.0,1970.0,1159.0,1044.0,2447.0,2303.0,2447.0,1983.0,1333.0,1557.0,1333.0,1130.0,2021-11-01
PEDRINHAS,0.0,311.0,0.0,0.0,343.0,780.0,343.0,239.0,829.0,1010.0,829.0,660.0,529.0,428.0,529.0,382.0,2021-11-01
CAMPO DO BRITO,0.0,553.0,0.0,0.0,961.0,1787.0,961.0,643.0,1625.0,2192.0,1625.0,1260.0,1285.0,1286.0,1285.0,992.0,2021-11-01
CRISTINAPOLIS,0.0,42.0,0.0,0.0,142.0,1045.0,142.0,79.0,534.0,1524.0,534.0,399.0,547.0,498.0,547.0,523.0,2021-11-01
CANHOBA,0.0,17.0,0.0,0.0,304.0,466.0,304.0,276.0,443.0,579.0,443.0,386.0,231.0,261.0,231.0,234.0,2021-11-01
MALHADA DOS BOIS,0.0,139.0,0.0,0.0,130.0,414.0,130.0,89.0,270.0,432.0,270.0,229.0,165.0,199.0,165.0,161.0,2021-11-01
CARMOPOLIS,0.0,429.0,0.0,0.0,570.0,1296.0,570.0,391.0,1033.0,1627.0,1033.0,868.0,369.0,516.0,369.0,297.0,2021-11-01
SIRIRI,1.0,262.0,1.0,0.0,620.0,864.0,620.0,482.0,998.0,1008.0,998.0,881.0,494.0,589.0,494.0,438.0,2021-11-01
NOSSA SENHORA DE LOURDES,1.0,181.0,1.0,0.0,374.0,677.0,374.0,287.0,630.0,880.0,630.0,559.0,429.0,401.0,429.0,376.0,2021-11-01
ITABI,0.0,114.0,0.0,0.0,216.0,475.0,216.0,184.0,472.0,618.0,472.0,417.0,406.0,417.0,406.0,382.0,2021-11-01
SAO FRANCISCO,0.0,107.0,0.0,0.0,213.0,356.0,213.0,165.0,431.0,478.0,431.0,377.0,207.0,250.0,207.0,195.0,2021-11-01
UMBAUBA,0.0,0.0,0.0,0.0,103.0,73.0,103.0,45.0,680.0,845.0,680.0,613.0,1233.0,1084.0,1233.0,977.0,2021-11-01
ROSARIO DO CATETE,0.0,127.0,0.0,0.0,632.0,1294.0,632.0,710.0,1063.0,1344.0,1063.0,974.0,402.0,378.0,402.0,334.0,2021-11-01
CUMBE,0.0,85.0,0.0,0.0,231.0,424.0,231.0,208.0,472.0,540.0,472.0,429.0,274.0,271.0,274.0,218.0,2021-11-01
RIACHUELO,1.0,226.0,1.0,0.0,646.0,980.0,646.0,576.0,1143.0,1191.0,1143.0,977.0,432.0,431.0,432.0,326.0,2021-11-01
