cnes,mes,ocupacaoConfirmadoCli,ocupacaoConfirmadoUti,saidaConfirmadaObitos,saidaConfirmadaAltas
94,6.0,0.0,0.0,0.0,0.0
396,1.0,149.0,23.0,0.0,3.0
396,2.0,32.0,34.0,1.0,4.0
396,3.0,369.0,121.0,1.0,32.0
396,4.0,583.0,234.0,5.0,46.0
396,5.0,637.0,223.0,9.0,64.0
396,6.0,735.0,457.0,18.0,61.0
396,7.0,478.0,284.0,15.0,31.0
396,8.0,166.0,237.0,2.0,10.0
396,9.0,58.0,14.0,1.0,0.0
396,10.0,16.0,16.0,0.0,0.0
396,11.0,70.0,33.0,0.0,3.0
396,12.0,169.0,33.0,1.0,11.0
418,1.0,1532.0,707.0,19.0,25.0
418,2.0,967.0,437.0,10.0,29.0
418,3.0,1845.0,1024.0,19.0,45.0
418,4.0,2019.0,1305.0,31.0,61.0
418,5.0,1972.0,1428.0,41.0,77.0
418,6.0,2921.0,2149.0,41.0,98.0
418,7.0,2024.0,1492.0,11.0,44.0
418,8.0,1463.0,1394.0,9.0,24.0
418,9.0,472.0,495.0,8.0,4.0
418,10.0,669.0,511.0,8.0,4.0
418,11.0,581.0,362.0,2.0,15.0
418,12.0,1142.0,561.0,7.0,17.0
426,1.0,0.0,560.0,9.0,1.0
426,2.0,0.0,374.0,3.0,1.0
426,3.0,0.0,1043.0,23.0,1.0
426,4.0,0.0,1650.0,29.0,9.0
426,5.0,0.0,1715.0,26.0,40.0
426,6.0,0.0,1043.0,20.0,34.0
426,7.0,66.0,561.0,11.0,11.0
426,8.0,238.0,431.0,11.0,8.0
426,9.0,52.0,537.0,2.0,2.0
426,10.0,0.0,466.0,3.0,0.0
426,11.0,0.0,589.0,8.0,3.0
426,12.0,0.0,513.0,10.0,0.0
434,1.0,2.0,6.0,0.0,0.0
434,2.0,3.0,22.0,1.0,3.0
434,3.0,195.0,457.0,8.0,12.0
434,4.0,136.0,484.0,3.0,3.0
434,5.0,304.0,601.0,11.0,24.0
434,6.0,221.0,575.0,16.0,143.0
434,7.0,240.0,485.0,17.0,91.0
434,8.0,56.0,289.0,11.0,58.0
434,9.0,38.0,146.0,1.0,5.0
434,10.0,26.0,180.0,4.0,3.0
434,11.0,48.0,309.0,3.0,5.0
434,12.0,52.0,197.0,1.0,0.0
477,1.0,878.0,609.0,0.0,0.0
477,2.0,453.0,411.0,0.0,0.0
477,3.0,1194.0,961.0,0.0,0.0
477,4.0,2116.0,1227.0,0.0,0.0
477,5.0,1809.0,1318.0,0.0,0.0
477,6.0,2583.0,1834.0,0.0,0.0
477,7.0,1668.0,1634.0,0.0,0.0
477,8.0,1487.0,1064.0,0.0,0.0
477,9.0,631.0,458.0,0.0,0.0
477,10.0,663.0,644.0,0.0,0.0
477,11.0,851.0,556.0,0.0,0.0
477,12.0,701.0,491.0,0.0,0.0
531,1.0,0.0,0.0,0.0,0.0
531,2.0,0.0,0.0,0.0,0.0
531,3.0,2.0,0.0,0.0,0.0
531,4.0,294.0,10.0,0.0,0.0
531,5.0,493.0,0.0,0.0,0.0
531,6.0,163.0,4.0,0.0,0.0
531,7.0,11.0,0.0,0.0,0.0
531,8.0,10.0,0.0,0.0,0.0
531,9.0,9.0,0.0,0.0,0.0
531,10.0,2.0,0.0,0.0,0.0
531,11.0,0.0,0.0,0.0,0.0
531,12.0,0.0,0.0,0.0,0.0
566,1.0,24.0,130.0,1.0,4.0
566,2.0,45.0,161.0,6.0,9.0
566,3.0,132.0,329.0,18.0,11.0
566,4.0,138.0,370.0,28.0,29.0
566,5.0,186.0,400.0,13.0,30.0
566,6.0,256.0,703.0,38.0,28.0
566,7.0,184.0,433.0,13.0,13.0
566,8.0,35.0,127.0,1.0,2.0
566,9.0,19.0,1.0,0.0,1.0
566,10.0,5.0,8.0,0.0,1.0
566,11.0,21.0,39.0,0.0,2.0
566,12.0,1.0,14.0,0.0,0.0
582,3.0,164.0,186.0,13.0,6.0
582,4.0,436.0,544.0,33.0,21.0
582,5.0,471.0,558.0,29.0,26.0
582,6.0,370.0,499.0,16.0,26.0
582,7.0,193.0,284.0,3.0,14.0
582,8.0,62.0,161.0,8.0,5.0
604,1.0,129.0,0.0,0.0,0.0
604,2.0,11.0,0.0,0.0,0.0
604,3.0,302.0,7.0,0.0,0.0
604,4.0,382.0,9.0,0.0,0.0
604,5.0,407.0,0.0,0.0,0.0
604,6.0,192.0,0.0,0.0,0.0
604,7.0,48.0,0.0,0.0,0.0
604,8.0,61.0,3.0,0.0,0.0
604,9.0,69.0,1.0,0.0,0.0
604,10.0,90.0,4.0,0.0,0.0
604,11.0,140.0,2.0,0.0,0.0
604,12.0,148.0,0.0,0.0,0.0
655,1.0,706.0,167.0,16.0,32.0
655,2.0,35.0,7.0,0.0,2.0
655,3.0,89.0,15.0,1.0,1.0
655,6.0,611.0,124.0,10.0,0.0
655,7.0,536.0,97.0,2.0,0.0
655,8.0,633.0,97.0,1.0,0.0
655,9.0,455.0,160.0,6.0,0.0
655,10.0,678.0,278.0,11.0,34.0
655,11.0,740.0,251.0,19.0,39.0
655,12.0,1050.0,289.0,16.0,44.0
671,1.0,27.0,1.0,0.0,0.0
671,2.0,3.0,0.0,0.0,0.0
671,3.0,141.0,0.0,0.0,0.0
671,4.0,274.0,7.0,0.0,0.0
671,5.0,248.0,0.0,0.0,0.0
671,6.0,73.0,0.0,0.0,0.0
671,7.0,13.0,0.0,0.0,0.0
671,8.0,14.0,0.0,0.0,0.0
671,9.0,20.0,0.0,0.0,0.0
671,10.0,13.0,0.0,0.0,0.0
671,11.0,36.0,1.0,0.0,0.0
671,12.0,46.0,0.0,0.0,0.0
809,10.0,5.0,0.0,0.0,1.0
981,1.0,4.0,216.0,2.0,2.0
981,2.0,42.0,128.0,0.0,0.0
981,3.0,54.0,208.0,2.0,1.0
981,4.0,22.0,254.0,2.0,4.0
981,5.0,84.0,280.0,3.0,4.0
981,6.0,190.0,422.0,3.0,8.0
981,7.0,129.0,468.0,4.0,9.0
981,8.0,5.0,341.0,0.0,5.0
981,9.0,0.0,244.0,0.0,2.0
981,10.0,5.0,225.0,1.0,1.0
981,11.0,39.0,212.0,0.0,5.0
981,12.0,9.0,168.0,0.0,1.0
1120,1.0,27.0,1319.0,24.0,21.0
1120,2.0,9.0,793.0,20.0,14.0
1120,3.0,40.0,1438.0,28.0,53.0
1120,4.0,100.0,1955.0,44.0,64.0
1120,5.0,100.0,2545.0,60.0,74.0
1120,6.0,40.0,2561.0,34.0,74.0
1120,7.0,71.0,2320.0,39.0,58.0
1120,8.0,62.0,1435.0,22.0,29.0
1120,9.0,60.0,867.0,15.0,9.0
1120,10.0,42.0,845.0,13.0,15.0
1120,11.0,44.0,1009.0,17.0,22.0
1120,12.0,41.0,1126.0,23.0,28.0
1546,3.0,107.0,0.0,0.0,5.0
1546,4.0,63.0,0.0,0.0,0.0
1546,5.0,171.0,0.0,0.0,1.0
1546,6.0,143.0,0.0,0.0,6.0
1546,7.0,82.0,0.0,0.0,2.0
1546,8.0,142.0,0.0,0.0,1.0
1546,9.0,55.0,0.0,0.0,0.0
1546,10.0,27.0,0.0,0.0,0.0
1546,11.0,73.0,0.0,0.0,0.0
1546,12.0,18.0,0.0,0.0,0.0
2232,5.0,735.0,404.0,8.0,126.0
2232,6.0,770.0,534.0,8.0,73.0
2232,7.0,430.0,314.0,4.0,16.0
2232,8.0,338.0,197.0,5.0,11.0
2275,1.0,341.0,161.0,1.0,13.0
2275,2.0,349.0,128.0,7.0,36.0
2275,3.0,468.0,168.0,1.0,57.0
2275,4.0,365.0,173.0,4.0,25.0
2275,5.0,385.0,162.0,5.0,28.0
2275,6.0,498.0,198.0,7.0,31.0
2275,7.0,583.0,273.0,13.0,31.0
2275,8.0,323.0,236.0,12.0,21.0
2275,9.0,197.0,104.0,6.0,21.0
2275,10.0,222.0,120.0,0.0,6.0
2275,11.0,228.0,116.0,4.0,2.0
2275,12.0,268.0,163.0,2.0,23.0
2283,1.0,283.0,474.0,3.0,0.0
2283,2.0,115.0,291.0,0.0,0.0
2283,3.0,311.0,523.0,2.0,0.0
2283,4.0,495.0,810.0,10.0,-1.0
2283,5.0,498.0,871.0,26.0,0.0
2283,6.0,876.0,1285.0,42.0,17.0
2283,7.0,781.0,1370.0,42.0,27.0
2283,8.0,488.0,741.0,30.0,21.0
2283,9.0,150.0,304.0,6.0,3.0
2283,10.0,175.0,274.0,13.0,8.0
2283,11.0,154.0,198.0,1.0,0.0
2283,12.0,226.0,311.0,7.0,0.0
2372,4.0,34.0,138.0,7.0,4.0
2372,5.0,58.0,346.0,12.0,11.0
2372,6.0,217.0,251.0,7.0,47.0
2372,7.0,62.0,161.0,1.0,8.0
2372,8.0,25.0,94.0,0.0,3.0
2534,1.0,94.0,40.0,2.0,-1.0
2534,2.0,27.0,16.0,0.0,0.0
2534,3.0,103.0,136.0,1.0,7.0
2534,4.0,163.0,266.0,11.0,3.0
2534,5.0,141.0,275.0,8.0,12.0
2534,6.0,331.0,534.0,20.0,23.0
2534,7.0,345.0,522.0,27.0,14.0
2534,8.0,192.0,453.0,20.0,15.0
2534,9.0,154.0,161.0,4.0,14.0
2534,10.0,8.0,6.0,1.0,8.0
2534,11.0,75.0,15.0,11.0,5.0
2534,12.0,48.0,5.0,0.0,0.0
2585,1.0,323.0,215.0,5.0,38.0
2585,2.0,275.0,192.0,5.0,30.0
2585,3.0,171.0,145.0,1.0,15.0
2585,6.0,1228.0,1872.0,17.0,202.0
2585,7.0,851.0,1004.0,29.0,120.0
2585,8.0,250.0,384.0,11.0,60.0
2585,9.0,19.0,191.0,1.0,17.0
2585,10.0,43.0,118.0,3.0,24.0
2585,11.0,115.0,134.0,0.0,14.0
2585,12.0,279.0,234.0,1.0,38.0
3778,1.0,1.0,1.0,1.0,1.0
3778,2.0,4.0,1.0,0.0,0.0
3778,3.0,3.0,0.0,0.0,0.0
3778,4.0,0.0,1.0,0.0,0.0
3778,5.0,1.0,0.0,0.0,0.0
3778,6.0,0.0,0.0,3.0,25.0
3778,7.0,0.0,0.0,1.0,12.0
3778,8.0,0.0,0.0,0.0,0.0
3778,9.0,0.0,0.0,2.0,1.0
3778,10.0,0.0,0.0,0.0,2.0
3778,11.0,0.0,0.0,0.0,0.0
3778,12.0,0.0,0.0,1.0,4.0
3816,6.0,189.0,101.0,3.0,6.0
3816,7.0,204.0,93.0,5.0,3.0
3832,1.0,139.0,129.0,6.0,7.0
3832,2.0,54.0,35.0,2.0,4.0
3832,3.0,177.0,169.0,8.0,14.0
3832,4.0,134.0,160.0,4.0,11.0
3832,5.0,121.0,36.0,2.0,6.0
3832,6.0,296.0,233.0,10.0,18.0
3832,7.0,300.0,283.0,11.0,14.0
3832,8.0,205.0,113.0,3.0,7.0
3832,9.0,113.0,73.0,2.0,8.0
3832,10.0,29.0,86.0,1.0,4.0
3832,11.0,81.0,82.0,8.0,8.0
3832,12.0,167.0,150.0,8.0,6.0
3840,5.0,0.0,0.0,0.0,0.0
3840,6.0,21.0,0.0,0.0,2.0
3840,7.0,18.0,0.0,0.0,1.0
3840,8.0,34.0,0.0,0.0,2.0
3840,9.0,12.0,0.0,0.0,0.0
3840,10.0,0.0,0.0,0.0,0.0
3980,2.0,9.0,9.0,0.0,2.0
3980,3.0,126.0,142.0,6.0,19.0
3980,4.0,203.0,205.0,15.0,24.0
3980,5.0,249.0,266.0,12.0,38.0
3980,6.0,391.0,275.0,15.0,59.0
3980,7.0,182.0,148.0,5.0,27.0
3980,8.0,45.0,22.0,0.0,3.0
3980,9.0,3.0,5.0,0.0,1.0
3980,10.0,1.0,1.0,0.0,0.0
3980,11.0,0.0,0.0,0.0,0.0
4073,1.0,14.0,31.0,0.0,0.0
4073,2.0,106.0,300.0,13.0,14.0
4073,3.0,309.0,799.0,53.0,54.0
4073,4.0,184.0,856.0,40.0,52.0
4073,5.0,176.0,956.0,54.0,38.0
4073,6.0,1325.0,1838.0,74.0,109.0
4073,7.0,1433.0,1976.0,72.0,107.0
4073,8.0,947.0,1381.0,39.0,81.0
4073,9.0,143.0,173.0,6.0,18.0
4251,1.0,22.0,50.0,2.0,5.0
4251,2.0,25.0,29.0,1.0,2.0
4251,3.0,153.0,116.0,1.0,17.0
4251,4.0,108.0,160.0,4.0,14.0
4251,5.0,205.0,192.0,1.0,45.0
4251,6.0,143.0,235.0,1.0,47.0
4251,7.0,25.0,186.0,3.0,13.0
4251,8.0,28.0,121.0,0.0,6.0
4251,9.0,0.0,84.0,0.0,5.0
4251,10.0,24.0,4.0,0.0,2.0
4251,11.0,4.0,5.0,0.0,0.0
4251,12.0,61.0,35.0,0.0,7.0
4278,1.0,465.0,272.0,0.0,7.0
4278,2.0,276.0,166.0,1.0,8.0
4278,3.0,383.0,257.0,1.0,8.0
4278,4.0,394.0,262.0,0.0,9.0
4278,5.0,406.0,277.0,0.0,5.0
4278,6.0,743.0,398.0,1.0,19.0
4278,7.0,853.0,515.0,3.0,36.0
4278,8.0,664.0,389.0,1.0,21.0
4278,9.0,262.0,217.0,1.0,2.0
4278,10.0,314.0,257.0,1.0,7.0
4278,11.0,361.0,233.0,0.0,2.0
4278,12.0,456.0,269.0,0.0,1.0
4731,1.0,1.0,0.0,0.0,0.0
4731,2.0,1.0,6.0,0.0,0.0
4731,3.0,0.0,0.0,0.0,0.0
4731,4.0,6.0,0.0,0.0,1.0
4731,5.0,5.0,0.0,0.0,4.0
4731,6.0,18.0,14.0,0.0,0.0
4731,7.0,24.0,14.0,0.0,2.0
4731,8.0,4.0,0.0,0.0,1.0
4731,9.0,10.0,0.0,0.0,0.0
4731,10.0,3.0,0.0,0.0,0.0
4731,11.0,0.0,0.0,0.0,0.0
4731,12.0,0.0,6.0,0.0,0.0
4979,3.0,12.0,33.0,2.0,0.0
4979,4.0,2.0,3.0,0.0,0.0
5428,1.0,1053.0,1857.0,46.0,80.0
5428,2.0,1023.0,1923.0,33.0,121.0
5428,3.0,1172.0,1895.0,68.0,148.0
5428,4.0,1415.0,1890.0,59.0,152.0
5428,5.0,1549.0,2020.0,49.0,161.0
5428,6.0,1369.0,2132.0,78.0,145.0
5428,7.0,1741.0,2853.0,89.0,156.0
5428,8.0,1273.0,1757.0,36.0,77.0
5428,9.0,574.0,680.0,12.0,40.0
5428,10.0,610.0,461.0,6.0,20.0
5428,11.0,561.0,531.0,20.0,39.0
5428,12.0,894.0,1490.0,23.0,65.0
7641,1.0,0.0,223.0,0.0,2.0
7641,2.0,2.0,161.0,8.0,14.0
7641,3.0,207.0,236.0,21.0,24.0
7641,4.0,479.0,416.0,34.0,71.0
7641,5.0,595.0,289.0,32.0,106.0
7641,6.0,420.0,169.0,11.0,42.0
7641,7.0,45.0,18.0,2.0,1.0
7641,8.0,83.0,6.0,0.0,0.0
7641,9.0,45.0,24.0,0.0,2.0
7641,10.0,5.0,190.0,0.0,0.0
7641,11.0,0.0,180.0,1.0,0.0
7641,12.0,8.0,180.0,0.0,0.0
7684,6.0,212.0,93.0,7.0,19.0
7684,7.0,63.0,17.0,5.0,10.0
7684,8.0,0.0,0.0,0.0,0.0
8028,1.0,316.0,283.0,5.0,6.0
8028,2.0,187.0,169.0,3.0,3.0
8028,3.0,377.0,433.0,18.0,30.0
8028,4.0,564.0,703.0,27.0,19.0
8028,5.0,393.0,760.0,31.0,35.0
8028,6.0,0.0,0.0,17.0,9.0
8028,7.0,170.0,85.0,20.0,14.0
8028,8.0,489.0,351.0,22.0,19.0
8028,9.0,390.0,344.0,9.0,16.0
8028,10.0,244.0,175.0,5.0,7.0
8028,11.0,208.0,199.0,10.0,19.0
8028,12.0,213.0,184.0,10.0,13.0
8036,1.0,50.0,4.0,0.0,0.0
8036,2.0,23.0,10.0,0.0,1.0
8036,3.0,47.0,33.0,0.0,0.0
8036,4.0,43.0,24.0,1.0,3.0
8036,5.0,69.0,25.0,0.0,8.0
8036,6.0,0.0,0.0,0.0,4.0
8036,7.0,25.0,6.0,0.0,0.0
8036,8.0,26.0,7.0,0.0,4.0
8036,9.0,4.0,17.0,1.0,1.0
8036,10.0,0.0,15.0,0.0,0.0
8036,11.0,10.0,6.0,0.0,0.0
8036,12.0,21.0,12.0,0.0,1.0
8052,1.0,393.0,775.0,14.0,27.0
8052,2.0,253.0,759.0,12.0,37.0
8052,3.0,902.0,1182.0,28.0,32.0
8052,4.0,1657.0,1775.0,46.0,49.0
8052,5.0,1752.0,2121.0,71.0,150.0
8052,6.0,800.0,1053.0,101.0,198.0
8052,7.0,913.0,1267.0,100.0,123.0
8052,8.0,717.0,1173.0,67.0,75.0
8052,9.0,493.0,904.0,25.0,62.0
8052,10.0,279.0,557.0,12.0,22.0
8052,11.0,211.0,413.0,6.0,12.0
8052,12.0,163.0,493.0,7.0,17.0
8087,3.0,24.0,42.0,2.0,11.0
8087,4.0,87.0,197.0,4.0,32.0
8087,5.0,4.0,17.0,0.0,0.0
8087,6.0,0.0,0.0,0.0,0.0
8087,7.0,50.0,68.0,3.0,5.0
8087,8.0,221.0,228.0,8.0,25.0
8087,9.0,237.0,222.0,0.0,12.0
8923,1.0,417.0,1390.0,73.0,27.0
8923,2.0,274.0,1070.0,44.0,22.0
8923,3.0,389.0,2508.0,158.0,40.0
8923,4.0,898.0,3609.0,226.0,153.0
8923,5.0,716.0,2838.0,115.0,270.0
8923,6.0,0.0,0.0,110.0,230.0
8923,7.0,298.0,469.0,93.0,268.0
8923,8.0,657.0,1183.0,98.0,171.0
8923,9.0,177.0,982.0,41.0,31.0
8923,10.0,247.0,867.0,26.0,22.0
8923,11.0,249.0,896.0,37.0,19.0
8923,12.0,261.0,966.0,38.0,20.0
9164,7.0,0.0,0.0,0.0,0.0
9296,7.0,3.0,0.0,0.0,0.0
9601,1.0,88.0,83.0,7.0,3.0
9601,2.0,68.0,27.0,3.0,6.0
9601,3.0,68.0,25.0,0.0,2.0
9601,4.0,50.0,65.0,0.0,2.0
9601,5.0,80.0,44.0,2.0,0.0
9601,6.0,0.0,0.0,1.0,17.0
9601,7.0,47.0,40.0,1.0,3.0
9601,8.0,120.0,103.0,3.0,2.0
9601,9.0,58.0,52.0,0.0,3.0
9601,10.0,27.0,23.0,0.0,0.0
9601,11.0,10.0,20.0,1.0,0.0
9601,12.0,31.0,16.0,0.0,0.0
9628,1.0,1457.0,1057.0,30.0,56.0
9628,2.0,639.0,645.0,31.0,50.0
9628,3.0,1688.0,1272.0,50.0,54.0
9628,4.0,2396.0,1946.0,130.0,175.0
9628,5.0,1950.0,1531.0,179.0,199.0
9628,6.0,0.0,0.0,159.0,241.0
9628,7.0,669.0,574.0,84.0,142.0
9628,8.0,1631.0,1680.0,83.0,109.0
9628,9.0,842.0,1129.0,50.0,66.0
9628,10.0,407.0,408.0,12.0,22.0
9628,11.0,437.0,321.0,14.0,16.0
9628,12.0,710.0,584.0,15.0,32.0
9709,1.0,267.0,261.0,13.0,15.0
9709,2.0,204.0,148.0,8.0,13.0
9709,3.0,258.0,304.0,19.0,13.0
9709,4.0,372.0,811.0,42.0,20.0
9709,5.0,273.0,662.0,18.0,30.0
9709,6.0,29.0,7.0,6.0,10.0
9709,7.0,103.0,53.0,7.0,20.0
9709,8.0,180.0,317.0,23.0,20.0
9709,9.0,280.0,266.0,14.0,19.0
9709,10.0,212.0,242.0,10.0,16.0
9709,11.0,82.0,35.0,1.0,9.0
9709,12.0,182.0,87.0,5.0,9.0
9717,1.0,259.0,346.0,13.0,13.0
9717,2.0,47.0,85.0,4.0,1.0
9717,3.0,645.0,391.0,28.0,18.0
9717,4.0,1007.0,507.0,28.0,54.0
9717,5.0,532.0,256.0,18.0,14.0
9717,6.0,0.0,0.0,4.0,2.0
9717,7.0,62.0,94.0,17.0,16.0
9717,8.0,257.0,286.0,17.0,32.0
9717,9.0,199.0,201.0,15.0,10.0
9717,10.0,54.0,81.0,5.0,8.0
9717,11.0,59.0,80.0,3.0,3.0
9717,12.0,158.0,281.0,10.0,10.0
9725,1.0,1640.0,1672.0,59.0,122.0
9725,2.0,824.0,962.0,51.0,61.0
9725,3.0,2780.0,2644.0,183.0,241.0
9725,4.0,3300.0,3446.0,171.0,285.0
9725,5.0,2723.0,2333.0,97.0,136.0
9725,6.0,299.0,305.0,55.0,118.0
9725,7.0,1228.0,1418.0,153.0,453.0
9725,8.0,2072.0,2071.0,176.0,471.0
9725,9.0,2007.0,2028.0,107.0,244.0
9725,10.0,1064.0,1302.0,71.0,198.0
9725,11.0,1150.0,930.0,26.0,132.0
9725,12.0,3108.0,2257.0,105.0,269.0
9733,1.0,6.0,0.0,0.0,0.0
9733,2.0,0.0,0.0,0.0,0.0
9733,3.0,5.0,0.0,0.0,0.0
9733,4.0,22.0,1.0,0.0,0.0
9733,5.0,12.0,0.0,0.0,1.0
9733,6.0,0.0,0.0,0.0,0.0
9733,7.0,0.0,0.0,1.0,0.0
9733,8.0,3.0,0.0,0.0,0.0
9733,9.0,2.0,0.0,0.0,0.0
9733,10.0,8.0,0.0,0.0,2.0
9733,11.0,7.0,0.0,0.0,0.0
9733,12.0,0.0,0.0,0.0,0.0
9768,1.0,3.0,0.0,0.0,0.0
9768,2.0,3.0,0.0,0.0,0.0
9768,3.0,4.0,0.0,0.0,0.0
9768,4.0,3.0,0.0,0.0,0.0
9768,5.0,0.0,0.0,0.0,0.0
9768,6.0,0.0,0.0,0.0,0.0
9768,7.0,1.0,0.0,0.0,0.0
9768,8.0,0.0,0.0,0.0,0.0
9768,9.0,0.0,0.0,0.0,0.0
9768,10.0,0.0,0.0,0.0,0.0
9768,11.0,0.0,0.0,0.0,0.0
9768,12.0,0.0,0.0,0.0,0.0
9776,3.0,0.0,0.0,0.0,0.0
9776,4.0,0.0,0.0,0.0,0.0
9776,5.0,0.0,0.0,0.0,0.0
9776,6.0,0.0,0.0,0.0,0.0
9776,7.0,0.0,0.0,0.0,0.0
9776,8.0,0.0,0.0,0.0,0.0
9776,9.0,0.0,0.0,0.0,0.0
9776,10.0,0.0,0.0,0.0,0.0
9776,11.0,0.0,0.0,0.0,0.0
9776,12.0,0.0,0.0,0.0,0.0
9792,3.0,25.0,0.0,0.0,1.0
9792,4.0,67.0,0.0,0.0,4.0
9792,5.0,4.0,0.0,0.0,0.0
9792,6.0,0.0,0.0,0.0,0.0
9792,7.0,0.0,0.0,0.0,0.0
9792,8.0,1.0,0.0,0.0,1.0
9792,9.0,0.0,0.0,0.0,0.0
9792,10.0,2.0,0.0,0.0,0.0
9792,11.0,0.0,0.0,0.0,0.0
10456,1.0,176.0,497.0,24.0,11.0
10456,2.0,72.0,361.0,18.0,16.0
10456,3.0,315.0,879.0,44.0,22.0
10456,4.0,631.0,1561.0,99.0,27.0
10456,5.0,1540.0,1220.0,35.0,55.0
10456,6.0,1399.0,2115.0,64.0,32.0
10456,7.0,1339.0,2561.0,98.0,53.0
10456,8.0,901.0,1986.0,120.0,65.0
10456,9.0,192.0,1151.0,62.0,26.0
10456,10.0,109.0,1165.0,47.0,51.0
10456,11.0,115.0,898.0,43.0,42.0
10456,12.0,233.0,653.0,27.0,43.0
10464,1.0,3057.0,548.0,4.0,209.0
10464,2.0,1914.0,381.0,2.0,352.0
10464,3.0,3668.0,588.0,9.0,532.0
10464,4.0,5256.0,1079.0,19.0,312.0
10464,5.0,6793.0,1764.0,31.0,923.0
10464,6.0,8064.0,1809.0,52.0,775.0
10464,7.0,5986.0,1327.0,50.0,578.0
10464,8.0,6149.0,1183.0,48.0,655.0
10464,9.0,4525.0,1045.0,29.0,485.0
10464,10.0,3747.0,972.0,25.0,411.0
10464,11.0,2793.0,574.0,17.0,218.0
10464,12.0,2700.0,759.0,7.0,246.0
10472,1.0,105.0,0.0,1.0,25.0
10472,3.0,561.0,532.0,22.0,72.0
10472,4.0,925.0,576.0,32.0,126.0
10472,5.0,492.0,586.0,14.0,94.0
10472,6.0,365.0,485.0,10.0,103.0
10472,7.0,658.0,160.0,8.0,69.0
10472,8.0,599.0,394.0,17.0,54.0
10472,9.0,300.0,213.0,9.0,35.0
10472,10.0,144.0,160.0,6.0,22.0
10472,11.0,141.0,0.0,1.0,12.0
10472,12.0,153.0,0.0,0.0,9.0
10480,1.0,713.0,0.0,9.0,117.0
10480,2.0,309.0,0.0,2.0,9.0
10480,3.0,1943.0,311.0,38.0,274.0
10480,4.0,2972.0,322.0,32.0,438.0
10480,5.0,2323.0,544.0,18.0,329.0
10480,6.0,1343.0,10.0,4.0,308.0
10480,7.0,749.0,10.0,8.0,151.0
10480,8.0,611.0,38.0,5.0,141.0
10480,9.0,1332.0,210.0,18.0,256.0
10480,10.0,1090.0,163.0,12.0,152.0
10480,11.0,769.0,36.0,5.0,110.0
10480,12.0,949.0,0.0,8.0,129.0
10502,1.0,278.0,0.0,1.0,29.0
10502,2.0,159.0,0.0,1.0,18.0
10502,3.0,992.0,117.0,26.0,107.0
10502,4.0,1096.0,228.0,26.0,124.0
10502,5.0,521.0,87.0,3.0,83.0
10502,6.0,343.0,8.0,4.0,58.0
10502,7.0,328.0,0.0,2.0,54.0
10502,8.0,537.0,0.0,10.0,101.0
10502,9.0,146.0,0.0,6.0,16.0
10502,10.0,244.0,0.0,0.0,28.0
10502,11.0,151.0,0.0,0.0,9.0
10502,12.0,253.0,0.0,0.0,36.0
10510,1.0,169.0,56.0,0.0,0.0
10510,2.0,65.0,34.0,2.0,2.0
10510,3.0,334.0,47.0,5.0,14.0
10510,4.0,676.0,61.0,5.0,3.0
10510,5.0,317.0,60.0,0.0,2.0
10510,6.0,329.0,278.0,5.0,2.0
10510,7.0,1032.0,619.0,11.0,7.0
10510,8.0,609.0,446.0,22.0,57.0
10510,9.0,321.0,296.0,20.0,38.0
10510,10.0,137.0,55.0,2.0,6.0
10510,11.0,90.0,36.0,3.0,0.0
10510,12.0,110.0,55.0,0.0,0.0
10529,9.0,36.0,0.0,0.0,0.0
10545,1.0,50.0,0.0,0.0,1.0
10545,2.0,95.0,0.0,0.0,0.0
10545,3.0,179.0,0.0,1.0,14.0
10545,4.0,332.0,0.0,6.0,35.0
10545,5.0,87.0,0.0,0.0,22.0
10545,6.0,78.0,0.0,2.0,13.0
10545,7.0,296.0,0.0,0.0,4.0
10545,8.0,252.0,0.0,3.0,15.0
10545,9.0,122.0,0.0,3.0,17.0
10545,10.0,58.0,0.0,0.0,12.0
10545,11.0,5.0,0.0,0.0,0.0
10545,12.0,16.0,0.0,0.0,0.0
11738,1.0,108.0,124.0,18.0,3.0
11738,2.0,99.0,98.0,6.0,4.0
11738,3.0,111.0,116.0,8.0,1.0
11738,4.0,199.0,139.0,6.0,3.0
11738,5.0,20.0,96.0,7.0,4.0
11738,6.0,601.0,624.0,19.0,58.0
11738,7.0,604.0,546.0,30.0,63.0
11738,8.0,438.0,396.0,15.0,47.0
11738,9.0,191.0,194.0,11.0,22.0
11738,10.0,236.0,119.0,10.0,31.0
11738,11.0,158.0,74.0,4.0,11.0
11738,12.0,184.0,164.0,13.0,8.0
11745,8.0,106.0,84.0,4.0,10.0
11745,9.0,83.0,142.0,2.0,7.0
11745,10.0,140.0,132.0,1.0,8.0
11745,11.0,233.0,130.0,0.0,6.0
11745,12.0,126.0,61.0,0.0,0.0
11746,1.0,160.0,117.0,1.0,4.0
11746,2.0,90.0,73.0,0.0,4.0
11746,3.0,208.0,166.0,1.0,5.0
11746,4.0,402.0,493.0,6.0,16.0
11746,5.0,410.36,532.0,12.0,12.0
11746,6.0,1917.72,2385.0,9.0,45.0
11746,7.0,1332.1,2511.31,9.0,15.0
11746,8.0,184.54,268.0,2.0,4.0
11746,11.0,6.0,5.0,0.0,0.0
11746,12.0,117.0,84.0,0.0,2.0
11800,1.0,574.0,152.0,0.0,1.0
11800,2.0,250.0,74.0,0.0,0.0
11800,3.0,563.0,142.0,0.0,3.0
