cnes,mes,ocupacaoConfirmadoCli,ocupacaoConfirmadoUti,saidaConfirmadaObitos,saidaConfirmadaAltas
2081105,6.0,2.0,0.0,6.0,15.0
2081105,7.0,131.0,0.0,2.0,10.0
2081105,8.0,163.0,0.0,0.0,7.0
2081105,9.0,79.0,0.0,0.0,4.0
2081105,10.0,75.0,0.0,0.0,3.0
2081105,11.0,32.0,0.0,0.0,0.0
2081105,12.0,35.0,0.0,0.0,4.0
2081164,1.0,389.0,431.0,17.0,58.0
2081164,2.0,263.0,336.0,9.0,39.0
2081164,3.0,321.0,819.0,35.0,51.0
2081164,4.0,403.0,1159.0,51.0,69.0
2081164,5.0,313.0,927.0,48.0,71.0
2081164,6.0,0.0,0.0,48.0,73.0
2081164,7.0,114.0,147.0,35.0,97.0
2081164,8.0,631.0,504.0,44.0,163.0
2081164,9.0,691.0,485.0,29.0,80.0
2081164,10.0,474.0,306.0,15.0,54.0
2081164,11.0,165.0,199.0,2.0,21.0
2081164,12.0,139.0,150.0,4.0,21.0
2081202,1.0,0.0,0.0,0.0,0.0
2081202,2.0,0.0,0.0,0.0,0.0
2081202,3.0,0.0,0.0,0.0,0.0
2081202,4.0,0.0,0.0,0.0,0.0
2081202,5.0,0.0,0.0,0.0,0.0
2081202,6.0,0.0,0.0,0.0,0.0
2081202,7.0,0.0,0.0,1.0,4.0
2081202,8.0,0.0,0.0,0.0,0.0
2081202,9.0,0.0,0.0,0.0,0.0
2081202,10.0,0.0,0.0,0.0,0.0
2081202,11.0,0.0,0.0,0.0,0.0
2081202,12.0,0.0,0.0,0.0,0.0
2081229,1.0,23.0,0.0,0.0,2.0
2081229,2.0,20.0,0.0,0.0,1.0
2081229,3.0,72.0,0.0,4.0,11.0
2081229,4.0,132.0,0.0,4.0,14.0
2081229,5.0,96.0,0.0,0.0,11.0
2081229,6.0,0.0,0.0,2.0,6.0
2081229,7.0,0.0,0.0,2.0,13.0
2081229,8.0,16.0,0.0,1.0,4.0
2081229,9.0,16.0,0.0,0.0,0.0
2081229,10.0,15.0,0.0,0.0,1.0
2081229,11.0,7.0,0.0,0.0,1.0
2081229,12.0,9.0,0.0,0.0,3.0
2081237,1.0,45.0,0.0,1.0,5.0
2081237,2.0,30.0,0.0,0.0,2.0
2081237,3.0,39.0,0.0,1.0,3.0
2081237,4.0,59.0,0.0,3.0,3.0
2081237,5.0,30.0,0.0,0.0,2.0
2081237,6.0,0.0,0.0,2.0,18.0
2081237,7.0,0.0,0.0,1.0,19.0
2081237,8.0,17.0,0.0,0.0,4.0
2081237,9.0,25.0,0.0,0.0,1.0
2081237,10.0,7.0,0.0,0.0,0.0
2081237,11.0,24.0,0.0,0.0,1.0
2081237,12.0,30.0,0.0,0.0,0.0
2081245,1.0,46.0,0.0,0.0,3.0
2081245,2.0,15.0,0.0,0.0,1.0
2081245,3.0,99.0,0.0,3.0,6.0
2081245,4.0,70.0,0.0,1.0,13.0
2081245,5.0,57.0,0.0,0.0,13.0
2081245,6.0,0.0,0.0,2.0,4.0
2081245,7.0,2.0,0.0,1.0,11.0
2081245,8.0,0.0,0.0,0.0,2.0
2081245,9.0,5.0,0.0,0.0,0.0
2081245,10.0,21.0,0.0,0.0,1.0
2081245,11.0,34.0,0.0,1.0,6.0
2081245,12.0,19.0,0.0,0.0,1.0
2081253,1.0,423.0,172.0,7.0,32.0
2081253,2.0,338.0,347.0,11.0,34.0
2081253,3.0,965.0,744.0,35.0,94.0
2081253,4.0,817.0,746.0,35.0,96.0
2081253,5.0,439.0,425.0,17.0,71.0
2081253,6.0,236.0,91.0,23.0,125.0
2081253,7.0,580.0,258.0,39.0,115.0
2081253,8.0,423.0,219.0,19.0,45.0
2081253,9.0,398.0,155.0,7.0,15.0
2081253,10.0,278.0,92.0,7.0,16.0
2081253,11.0,184.0,64.0,3.0,13.0
2081253,12.0,170.0,85.0,2.0,24.0
2081261,1.0,204.0,1.0,4.0,5.0
2081261,2.0,141.0,0.0,1.0,13.0
2081261,3.0,260.0,0.0,5.0,9.0
2081261,4.0,396.0,0.0,19.0,33.0
2081261,5.0,322.0,0.0,9.0,76.0
2081261,6.0,0.0,0.0,32.0,57.0
2081261,7.0,29.0,0.0,7.0,34.0
2081261,8.0,34.0,0.0,0.0,8.0
2081261,9.0,75.0,0.0,0.0,5.0
2081261,10.0,29.0,0.0,0.0,2.0
2081261,11.0,120.0,0.0,0.0,7.0
2081261,12.0,129.0,0.0,1.0,8.0
2081296,1.0,23.0,0.0,0.0,8.0
2081296,2.0,7.0,0.0,1.0,6.0
2081296,3.0,69.0,0.0,0.0,17.0
2081296,4.0,39.0,0.0,2.0,5.0
2081296,5.0,72.0,0.0,0.0,12.0
2081296,6.0,77.0,0.0,1.0,10.0
2081296,7.0,59.0,0.0,0.0,11.0
2081296,8.0,28.0,0.0,0.0,11.0
2081296,9.0,10.0,0.0,0.0,2.0
2081296,10.0,1.0,0.0,0.0,2.0
2081296,11.0,3.0,0.0,0.0,1.0
2081296,12.0,16.0,0.0,0.0,4.0
2081342,1.0,0.0,0.0,0.0,0.0
2081342,2.0,0.0,0.0,0.0,0.0
2081342,3.0,0.0,0.0,0.0,0.0
2081342,4.0,0.0,0.0,0.0,0.0
2081342,5.0,0.0,0.0,0.0,0.0
2081342,6.0,0.0,0.0,0.0,0.0
2081342,7.0,0.0,0.0,0.0,0.0
2081342,8.0,0.0,0.0,0.0,0.0
2081342,9.0,0.0,0.0,0.0,0.0
2081342,10.0,0.0,0.0,0.0,0.0
2081342,11.0,0.0,0.0,0.0,0.0
2081342,12.0,0.0,0.0,0.0,0.0
2081350,1.0,133.0,0.0,1.0,18.0
2081350,2.0,64.0,0.0,0.0,5.0
2081350,3.0,232.0,0.0,9.0,20.0
2081350,4.0,257.0,0.0,6.0,21.0
2081350,5.0,198.0,0.0,8.0,29.0
2081350,6.0,0.0,0.0,19.0,41.0
2081350,7.0,11.0,0.0,3.0,28.0
2081350,8.0,71.0,0.0,0.0,15.0
2081350,9.0,99.0,0.0,1.0,11.0
2081350,10.0,67.0,0.0,0.0,4.0
2081350,11.0,135.0,0.0,0.0,12.0
2081350,12.0,75.0,0.0,0.0,8.0
2081377,1.0,412.0,347.0,10.0,114.0
2081377,2.0,174.0,322.0,9.0,58.0
2081377,3.0,775.0,668.0,52.0,159.0
2081377,4.0,789.0,807.0,55.0,204.0
2081377,5.0,514.0,628.0,28.0,175.0
2081377,6.0,227.0,138.0,49.0,216.0
2081377,7.0,665.0,383.0,74.0,245.0
2081377,8.0,668.0,509.0,50.0,196.0
2081377,9.0,518.0,428.0,23.0,107.0
2081377,10.0,532.0,370.0,23.0,106.0
2081377,11.0,265.0,175.0,15.0,56.0
2081377,12.0,266.0,294.0,8.0,84.0
2081385,1.0,148.0,0.0,2.0,22.0
2081385,2.0,107.0,0.0,1.0,18.0
2081385,3.0,366.0,0.0,8.0,45.0
2081385,4.0,323.0,0.0,2.0,46.0
2081385,5.0,100.0,0.0,0.0,18.0
2081385,6.0,6.0,0.0,0.0,33.0
2081385,7.0,55.0,0.0,0.0,38.0
2081385,8.0,68.0,0.0,1.0,28.0
2081385,9.0,92.0,0.0,0.0,9.0
2081385,10.0,37.0,0.0,0.0,7.0
2081385,11.0,40.0,0.0,0.0,4.0
2081385,12.0,71.0,0.0,0.0,8.0
2081393,1.0,40.0,0.0,5.0,15.0
2081393,2.0,25.0,0.0,0.0,14.0
2081393,3.0,39.0,0.0,3.0,23.0
2081393,4.0,223.0,0.0,4.0,31.0
2081393,5.0,147.0,1.0,6.0,29.0
2081393,6.0,0.0,0.0,7.0,31.0
2081393,7.0,27.0,0.0,1.0,9.0
2081393,8.0,23.0,0.0,0.0,6.0
2081393,9.0,8.0,0.0,0.0,2.0
2081393,10.0,5.0,0.0,0.0,2.0
2081393,11.0,8.0,1.0,0.0,4.0
2081393,12.0,27.0,0.0,0.0,11.0
2081431,1.0,54.0,0.0,1.0,9.0
2081431,2.0,58.0,0.0,2.0,8.0
2081431,3.0,65.0,0.0,2.0,10.0
2081431,4.0,70.0,0.0,3.0,7.0
2081431,5.0,35.0,0.0,5.0,7.0
2081431,6.0,44.0,0.0,8.0,9.0
2081431,7.0,40.0,0.0,0.0,11.0
2081431,8.0,23.0,0.0,0.0,2.0
2081431,9.0,32.0,0.0,0.0,0.0
2081431,10.0,12.0,0.0,2.0,1.0
2081431,11.0,16.0,0.0,0.0,0.0
2081431,12.0,0.0,0.0,0.0,0.0
2081458,1.0,101.0,258.0,8.0,9.0
2081458,2.0,64.0,233.0,6.0,9.0
2081458,3.0,134.0,431.0,25.0,18.0
2081458,4.0,235.0,589.0,39.0,28.0
2081458,5.0,120.0,448.0,32.0,20.0
2081458,6.0,86.0,272.0,41.0,48.0
2081458,7.0,257.0,475.0,44.0,60.0
2081458,8.0,171.0,344.0,24.0,32.0
2081458,9.0,56.0,274.0,12.0,4.0
2081458,10.0,14.0,109.0,6.0,2.0
2081458,11.0,5.0,112.0,3.0,3.0
2081458,12.0,43.0,136.0,5.0,8.0
2081466,1.0,12.0,0.0,0.0,3.0
2081466,2.0,57.0,0.0,0.0,9.0
2081466,3.0,342.0,109.0,10.0,46.0
2081466,4.0,406.0,280.0,19.0,72.0
2081466,5.0,306.0,211.0,12.0,71.0
2081466,6.0,0.0,0.0,13.0,86.0
2081466,7.0,301.0,50.0,13.0,98.0
2081466,8.0,340.0,259.0,10.0,104.0
2081466,9.0,156.0,132.0,6.0,27.0
2081466,10.0,117.0,89.0,1.0,28.0
2081466,11.0,87.0,0.0,0.0,16.0
2081466,12.0,2.0,0.0,0.0,2.0
2081482,1.0,53.0,24.0,1.0,2.0
2081482,2.0,37.0,0.0,0.0,3.0
2081482,3.0,42.0,7.0,0.0,4.0
2081482,4.0,36.0,0.0,0.0,4.0
2081482,5.0,70.0,0.0,0.0,6.0
2081482,6.0,0.0,0.0,0.0,5.0
2081482,7.0,26.0,2.0,0.0,10.0
2081482,8.0,60.0,1.0,0.0,5.0
2081482,9.0,57.0,7.0,0.0,2.0
2081482,10.0,23.0,6.0,0.0,2.0
2081482,11.0,27.0,0.0,0.0,0.0
2081482,12.0,22.0,0.0,0.0,0.0
2081490,1.0,404.0,429.0,15.0,30.0
2081490,2.0,284.0,283.0,2.0,34.0
2081490,3.0,754.0,800.0,66.0,79.0
2081490,4.0,1232.0,1471.0,59.0,108.0
2081490,5.0,767.0,1202.0,50.0,84.0
2081490,6.0,0.0,0.0,53.0,53.0
2081490,7.0,582.0,516.0,55.0,59.0
2081490,8.0,1247.0,1220.0,45.0,87.0
2081490,9.0,372.0,726.0,21.0,51.0
2081490,10.0,140.0,312.0,1.0,12.0
2081490,11.0,236.0,277.0,4.0,12.0
2081490,12.0,317.0,217.0,3.0,19.0
2081512,1.0,0.0,286.0,9.0,7.0
2081512,2.0,0.0,208.0,6.0,12.0
2081512,3.0,0.0,406.0,13.0,16.0
2081512,4.0,0.0,653.0,17.0,31.0
2081512,5.0,0.0,553.0,34.0,36.0
2081512,6.0,0.0,0.0,22.0,31.0
2081512,7.0,200.0,81.0,15.0,41.0
2081512,8.0,288.0,346.0,14.0,41.0
2081512,9.0,0.0,300.0,2.0,17.0
2081512,10.0,0.0,207.0,1.0,8.0
2081512,11.0,0.0,311.0,0.0,11.0
2081512,12.0,0.0,163.0,4.0,8.0
2081520,1.0,19.0,0.0,0.0,1.0
2081520,2.0,3.0,0.0,0.0,1.0
2081520,3.0,128.0,0.0,1.0,16.0
2081520,4.0,92.0,0.0,1.0,15.0
2081520,5.0,14.0,0.0,0.0,4.0
2081520,6.0,0.0,0.0,0.0,14.0
2081520,7.0,15.0,0.0,0.0,2.0
2081520,8.0,24.0,0.0,0.0,2.0
2081520,9.0,18.0,0.0,0.0,0.0
2081520,10.0,11.0,0.0,0.0,1.0
2081520,11.0,6.0,0.0,0.0,0.0
2081520,12.0,10.0,0.0,0.0,2.0
2081555,1.0,108.0,0.0,3.0,14.0
2081555,2.0,66.0,0.0,0.0,14.0
2081555,3.0,549.0,0.0,39.0,90.0
2081555,4.0,504.0,0.0,27.0,96.0
2081555,5.0,230.0,0.0,21.0,79.0
2081555,6.0,56.0,0.0,22.0,73.0
2081555,7.0,93.0,0.0,2.0,40.0
2081555,8.0,212.0,0.0,6.0,12.0
2081555,9.0,202.0,0.0,1.0,8.0
2081555,10.0,102.0,0.0,0.0,15.0
2081555,11.0,99.0,0.0,2.0,3.0
2081555,12.0,132.0,0.0,3.0,4.0
2081563,1.0,0.0,0.0,0.0,0.0
2081563,2.0,0.0,0.0,0.0,0.0
2081563,3.0,0.0,0.0,0.0,0.0
2081563,4.0,1.0,0.0,0.0,0.0
2081563,5.0,0.0,0.0,0.0,0.0
2081563,6.0,0.0,0.0,0.0,0.0
2081563,7.0,0.0,0.0,0.0,0.0
2081563,8.0,0.0,0.0,0.0,0.0
2081563,9.0,0.0,0.0,0.0,0.0
2081563,10.0,0.0,0.0,0.0,0.0
2081563,11.0,0.0,0.0,0.0,0.0
2081563,12.0,0.0,0.0,0.0,0.0
2081571,1.0,0.0,0.0,0.0,0.0
2081571,2.0,0.0,0.0,0.0,0.0
2081571,3.0,0.0,0.0,0.0,0.0
2081571,4.0,0.0,0.0,0.0,0.0
2081571,5.0,0.0,0.0,0.0,0.0
2081571,6.0,0.0,0.0,1.0,2.0
2081571,7.0,0.0,0.0,1.0,2.0
2081571,8.0,0.0,0.0,0.0,3.0
2081571,9.0,0.0,0.0,0.0,0.0
2081571,10.0,0.0,0.0,0.0,0.0
2081571,11.0,0.0,0.0,0.0,0.0
2081571,12.0,0.0,0.0,0.0,0.0
2081598,1.0,33.0,0.0,0.0,3.0
2081598,2.0,25.0,0.0,0.0,4.0
2081598,3.0,42.0,1.0,1.0,9.0
2081598,4.0,44.0,0.0,0.0,8.0
2081598,5.0,118.0,0.0,1.0,18.0
2081598,6.0,0.0,0.0,5.0,11.0
2081598,7.0,12.0,0.0,1.0,14.0
2081598,8.0,9.0,0.0,0.0,5.0
2081598,9.0,9.0,0.0,0.0,2.0
2081598,10.0,16.0,0.0,0.0,2.0
2081598,11.0,2.0,0.0,0.0,2.0
2081598,12.0,26.0,0.0,0.0,5.0
2081644,1.0,399.0,246.0,8.0,51.0
2081644,2.0,227.0,78.0,5.0,21.0
2081644,3.0,402.0,182.0,6.0,49.0
2081644,4.0,380.0,255.0,9.0,36.0
2081644,5.0,315.0,174.0,11.0,61.0
2081644,6.0,13.0,56.0,7.0,66.0
2081644,7.0,70.0,239.0,7.0,46.0
2081644,8.0,323.0,359.0,19.0,52.0
2081644,9.0,185.0,179.0,4.0,21.0
2081644,10.0,52.0,55.0,2.0,6.0
2081644,11.0,102.0,81.0,1.0,6.0
2081644,12.0,299.0,134.0,3.0,23.0
2081652,1.0,0.0,0.0,0.0,0.0
2081652,2.0,0.0,0.0,0.0,0.0
2081652,3.0,9.0,0.0,5.0,2.0
2081652,4.0,97.0,0.0,5.0,10.0
2081652,5.0,52.0,0.0,0.0,6.0
2081652,6.0,133.0,0.0,4.0,26.0
2081652,7.0,135.0,0.0,1.0,21.0
2081652,8.0,54.0,0.0,1.0,5.0
2081652,9.0,0.0,0.0,0.0,0.0
2081652,10.0,0.0,0.0,0.0,0.0
2081652,11.0,0.0,0.0,0.0,0.0
2081652,12.0,0.0,0.0,0.0,0.0
2081660,1.0,116.0,0.0,1.0,13.0
2081660,2.0,27.0,0.0,0.0,4.0
2081660,3.0,201.0,0.0,6.0,21.0
2081660,4.0,260.0,0.0,5.0,33.0
2081660,5.0,255.0,0.0,5.0,27.0
2081660,6.0,388.0,0.0,7.0,55.0
2081660,7.0,227.0,0.0,1.0,38.0
2081660,8.0,40.0,0.0,0.0,9.0
2081660,9.0,33.0,0.0,0.0,5.0
2081660,10.0,14.0,0.0,0.0,2.0
2081660,11.0,60.0,0.0,0.0,8.0
2081660,12.0,55.0,0.0,0.0,12.0
2081695,1.0,199.0,615.0,26.0,40.0
2081695,2.0,115.0,474.0,18.0,38.0
2081695,3.0,207.0,743.0,37.0,42.0
2081695,4.0,215.0,886.0,56.0,43.0
2081695,5.0,262.0,882.0,58.0,58.0
2081695,6.0,243.0,1050.0,43.0,58.0
2081695,7.0,512.0,1006.0,53.0,57.0
2081695,8.0,193.0,520.0,26.0,22.0
2081695,9.0,109.0,321.0,11.0,17.0
2081695,10.0,49.0,206.0,7.0,14.0
2081695,11.0,11.0,223.0,6.0,4.0
2081695,12.0,172.0,405.0,19.0,15.0
2081717,1.0,156.0,0.0,3.0,19.0
2081717,2.0,112.0,0.0,0.0,19.0
2081717,3.0,191.0,0.0,1.0,9.0
2081717,4.0,209.0,0.0,2.0,9.0
2081717,5.0,144.0,0.0,0.0,2.0
2081717,6.0,0.0,0.0,4.0,33.0
2081717,7.0,11.0,0.0,2.0,29.0
2081717,8.0,60.0,0.0,9.0,80.0
2081717,9.0,60.0,0.0,0.0,4.0
2081717,10.0,14.0,0.0,0.0,3.0
2081717,11.0,21.0,0.0,0.0,1.0
2081717,12.0,88.0,0.0,0.0,10.0
2081725,1.0,0.0,0.0,0.0,0.0
2081725,2.0,0.0,0.0,0.0,0.0
2081725,3.0,248.0,0.0,0.0,1.0
2081725,4.0,232.0,0.0,1.0,24.0
2081725,5.0,3.0,0.0,0.0,0.0
2081725,6.0,33.0,0.0,0.0,0.0
2081725,7.0,38.0,0.0,0.0,0.0
2081725,8.0,25.0,0.0,0.0,0.0
2081725,9.0,39.0,0.0,0.0,0.0
2081725,10.0,83.0,0.0,0.0,13.0
2081725,11.0,51.0,0.0,0.0,0.0
2081725,12.0,60.0,0.0,0.0,5.0
2081733,1.0,0.0,0.0,0.0,0.0
2081733,2.0,0.0,0.0,0.0,0.0
2081733,3.0,0.0,0.0,0.0,0.0
2081733,4.0,0.0,0.0,0.0,0.0
2081733,5.0,0.0,0.0,0.0,0.0
2081733,6.0,0.0,0.0,0.0,0.0
2081733,7.0,0.0,0.0,0.0,0.0
2081733,8.0,0.0,0.0,0.0,0.0
2081733,9.0,0.0,0.0,0.0,0.0
2081733,10.0,0.0,0.0,0.0,0.0
2081733,11.0,0.0,0.0,0.0,0.0
2081733,12.0,0.0,0.0,0.0,0.0
2081768,1.0,48.0,0.0,1.0,10.0
2081768,2.0,41.0,0.0,0.0,10.0
2081768,3.0,450.0,0.0,13.0,41.0
2081768,4.0,411.0,0.0,19.0,33.0
2081768,5.0,111.0,0.0,2.0,15.0
2081768,6.0,0.0,0.0,0.0,16.0
2081768,7.0,48.0,0.0,1.0,27.0
2081768,8.0,82.0,0.0,1.0,15.0
2081768,9.0,34.0,0.0,0.0,1.0
2081768,10.0,93.0,0.0,0.0,11.0
2081768,11.0,52.0,0.0,1.0,10.0
2081768,12.0,34.0,0.0,0.0,7.0
2081784,1.0,184.0,0.0,1.0,10.0
2081784,2.0,181.0,0.0,4.0,9.0
2081784,3.0,143.0,0.0,1.0,8.0
2081784,4.0,146.0,0.0,0.0,7.0
2081784,5.0,36.0,0.0,0.0,1.0
2081784,6.0,2.0,0.0,1.0,6.0
2081784,7.0,4.0,0.0,0.0,5.0
2081784,8.0,19.0,0.0,0.0,3.0
2081784,9.0,6.0,0.0,0.0,0.0
2081784,10.0,13.0,0.0,0.0,1.0
2081784,11.0,33.0,0.0,0.0,7.0
2081784,12.0,50.0,0.0,0.0,3.0
2081792,1.0,0.0,0.0,0.0,0.0
2081792,2.0,0.0,0.0,0.0,0.0
2081792,3.0,0.0,0.0,0.0,0.0
2081792,4.0,0.0,0.0,0.0,0.0
2081792,5.0,0.0,0.0,0.0,0.0
2081792,6.0,0.0,0.0,0.0,0.0
2081792,7.0,0.0,0.0,0.0,0.0
2081792,8.0,0.0,0.0,0.0,0.0
2081792,9.0,0.0,0.0,0.0,0.0
2081792,10.0,0.0,0.0,0.0,0.0
2081792,11.0,0.0,0.0,0.0,0.0
2081792,12.0,0.0,0.0,0.0,0.0
2081806,1.0,0.0,0.0,0.0,0.0
2081806,2.0,5.0,0.0,0.0,1.0
2081806,3.0,47.0,0.0,0.0,3.0
2081806,4.0,74.0,0.0,0.0,14.0
2081806,5.0,81.0,0.0,0.0,18.0
2081806,6.0,0.0,0.0,0.0,19.0
2081806,7.0,0.0,0.0,1.0,1.0
2081806,8.0,1.0,0.0,0.0,2.0
2081806,9.0,8.0,0.0,0.0,1.0
2081806,10.0,0.0,0.0,0.0,0.0
2081806,11.0,6.0,0.0,0.0,0.0
2081806,12.0,0.0,0.0,0.0,0.0
2081814,1.0,127.0,0.0,0.0,7.0
2081814,2.0,50.0,0.0,0.0,2.0
2081814,3.0,268.0,0.0,17.0,22.0
2081814,4.0,318.0,0.0,13.0,35.0
2081814,5.0,166.0,0.0,4.0,34.0
2081814,6.0,18.0,0.0,1.0,27.0
2081814,7.0,59.0,0.0,2.0,25.0
2081814,8.0,125.0,0.0,1.0,15.0
2081814,9.0,47.0,0.0,0.0,1.0
2081814,10.0,54.0,0.0,0.0,4.0
2081814,11.0,92.0,0.0,1.0,13.0
2081814,12.0,89.0,0.0,0.0,3.0
2081873,1.0,119.0,123.0,9.0,13.0
2081873,2.0,68.0,89.0,2.0,13.0
2081873,3.0,160.0,225.0,9.0,43.0
2081873,4.0,221.0,268.0,17.0,34.0
2081873,5.0,299.0,256.0,25.0,68.0
2081873,6.0,62.0,32.0,22.0,74.0
2081873,7.0,89.0,101.0,8.0,43.0
2081873,8.0,105.0,128.0,10.0,15.0
2081873,9.0,111.0,71.0,4.0,20.0
2081873,10.0,62.0,35.0,0.0,15.0
2081873,11.0,48.0,6.0,1.0,12.0
2081873,12.0,86.0,140.0,4.0,19.0
2081881,4.0,0.0,0.0,0.0,0.0
2081881,5.0,0.0,0.0,0.0,0.0
2081881,6.0,0.0,0.0,0.0,0.0
2081881,7.0,0.0,0.0,0.0,0.0
2081881,8.0,0.0,0.0,0.0,0.0
2081903,1.0,78.0,0.0,0.0,6.0
2081903,2.0,100.0,0.0,1.0,11.0
2081903,3.0,219.0,0.0,1.0,25.0
2081903,4.0,217.0,0.0,2.0,29.0
2081903,5.0,197.0,0.0,7.0,39.0
2081903,6.0,92.0,0.0,16.0,57.0
2081903,7.0,59.0,0.0,2.0,52.0
2081903,8.0,167.0,0.0,0.0,17.0
2081903,9.0,222.0,0.0,0.0,20.0
2081903,10.0,142.0,0.0,3.0,20.0
2081903,11.0,23.0,0.0,0.0,4.0
2081903,12.0,26.0,0.0,0.0,6.0
2081946,1.0,718.0,771.0,28.0,128.0
2081946,2.0,430.0,546.0,20.0,63.0
2081946,3.0,895.0,1161.0,29.0,140.0
2081946,4.0,718.0,1108.0,49.0,70.0
2081946,5.0,434.0,623.0,31.0,102.0
2081946,6.0,0.0,0.0,24.0,146.0
2081946,7.0,0.0,0.0,17.0,78.0
2081946,8.0,0.0,0.0,15.0,52.0
2081946,11.0,321.0,306.0,2.0,37.0
2081946,12.0,668.0,626.0,23.0,89.0
2081970,1.0,260.0,32.0,0.0,0.0
2081970,2.0,124.0,58.0,0.0,0.0
2081970,3.0,986.0,682.0,0.0,0.0
2081970,4.0,951.0,1032.0,0.0,0.0
2081970,5.0,425.0,388.0,0.0,0.0
2081970,6.0,0.0,0.0,3.0,4.0
2081970,7.0,108.0,12.0,5.0,18.0
2081970,8.0,208.0,0.0,0.0,3.0
2081970,9.0,189.0,0.0,0.0,3.0
2081970,10.0,139.0,0.0,0.0,1.0
2081970,11.0,165.0,0.0,0.0,2.0
2081970,12.0,199.0,0.0,0.0,0.0
2081989,1.0,32.0,0.0,0.0,3.0
2081989,2.0,75.0,0.0,2.0,12.0
2081989,3.0,64.0,0.0,1.0,12.0
2081989,4.0,130.0,0.0,1.0,18.0
2081989,5.0,175.0,0.0,1.0,28.0
2081989,6.0,26.0,0.0,3.0,37.0
2081989,7.0,36.0,0.0,0.0,5.0
2081989,8.0,99.0,0.0,0.0,9.0
2081989,9.0,48.0,0.0,0.0,8.0
2081989,10.0,59.0,0.0,0.0,5.0
2081989,11.0,38.0,0.0,0.0,6.0
2081989,12.0,5.0,0.0,0.0,1.0
2082071,1.0,0.0,0.0,0.0,0.0
2082071,2.0,0.0,0.0,0.0,0.0
2082071,3.0,0.0,0.0,0.0,0.0
2082071,4.0,0.0,0.0,0.0,0.0
2082071,5.0,23.0,0.0,0.0,0.0
2082071,6.0,0.0,0.0,2.0,0.0
2082071,7.0,0.0,0.0,0.0,0.0
2082071,8.0,0.0,0.0,1.0,0.0
2082071,9.0,0.0,0.0,0.0,0.0
2082071,10.0,0.0,0.0,0.0,0.0
2082071,11.0,0.0,0.0,0.0,0.0
2082071,12.0,0.0,0.0,0.0,0.0
2082098,1.0,241.0,58.0,5.0,13.0
2082098,2.0,169.0,45.0,2.0,25.0
2082098,3.0,308.0,71.0,14.0,30.0
2082098,4.0,353.0,69.0,11.0,39.0
2082098,5.0,230.0,63.0,4.0,34.0
2082098,6.0,50.0,0.0,7.0,60.0
2082098,7.0,110.0,0.0,0.0,52.0
2082098,8.0,84.0,0.0,3.0,30.0
2082098,9.0,44.0,0.0,0.0,1.0
2082098,10.0,44.0,0.0,0.0,2.0
2082098,11.0,71.0,0.0,0.0,1.0
2082098,12.0,164.0,19.0,1.0,13.0
2082128,1.0,383.0,328.0,10.0,52.0
2082128,2.0,192.0,237.0,17.0,18.0
2082128,3.0,939.0,562.0,41.0,69.0
2082128,4.0,936.0,835.0,30.0,60.0
2082128,5.0,605.0,509.0,13.0,78.0
2082128,6.0,228.0,113.0,42.0,120.0
2082128,7.0,308.0,117.0,24.0,105.0
2082128,8.0,378.0,316.0,20.0,91.0
2082128,9.0,283.0,334.0,19.0,63.0
2082128,10.0,195.0,174.0,6.0,29.0
2082128,11.0,188.0,80.0,2.0,41.0
2082128,12.0,262.0,197.0,4.0,41.0
2082179,1.0,91.0,188.0,0.0,5.0
2082179,2.0,60.0,108.0,4.0,12.0
2082179,3.0,287.0,230.0,15.0,31.0
2082179,4.0,465.0,405.0,11.0,51.0
2082179,5.0,309.0,410.0,13.0,31.0
2082179,6.0,607.0,479.0,10.0,38.0
2082179,7.0,515.0,575.0,11.0,42.0
2082179,8.0,245.0,478.0,10.0,27.0
2082179,9.0,107.0,145.0,6.0,24.0
2082179,10.0,48.0,36.0,1.0,4.0
2082179,11.0,32.0,15.0,1.0,1.0
2082179,12.0,102.0,148.0,2.0,12.0
2082187,1.0,434.0,761.0,23.0,55.0
2082187,2.0,330.0,829.0,18.0,58.0
2082187,3.0,643.0,1528.0,47.0,102.0
2082187,4.0,1158.0,2329.0,78.0,138.0
2082187,5.0,1270.0,2467.0,64.0,127.0
2082187,6.0,2593.8,3684.7,102.0,248.0
2082187,7.0,3467.4,4227.0,100.0,344.0
2082187,8.0,2772.8,3169.7,79.0,231.0
2082187,9.0,1403.2,1591.0,35.0,141.0
2082187,10.0,910.0,974.0,24.0,70.0
2082187,11.0,340.0,431.0,10.0,35.0
2082187,12.0,299.0,367.0,11.0,33.0
2082195,1.0,335.0,228.0,8.0,77.0
2082195,2.0,112.0,113.0,5.0,26.0
2082195,3.0,355.0,277.0,9.0,61.0
2082195,4.0,615.0,285.0,8.0,53.0
2082195,5.0,639.0,349.0,19.0,106.0
2082195,6.0,0.0,0.0,0.0,193.0
2082195,7.0,48.0,23.0,15.0,95.0
2082195,8.0,105.0,57.0,147.0,29.0
2082195,9.0,140.0,108.0,50.0,17.0
2082195,10.0,70.0,42.0,0.0,8.0
2082195,11.0,24.0,68.0,0.0,3.0
2082195,12.0,90.0,152.0,1.0,10.0
2082209,6.0,0.0,0.0,0.0,0.0
2082209,7.0,0.0,0.0,0.0,0.0
2082225,1.0,338.0,188.0,5.0,10.0
2082225,2.0,232.0,134.0,3.0,10.0
2082225,3.0,1030.0,416.0,23.0,25.0
